2024-12-07 19:34:24,friendster,8192,nbr,12000000,0,6.070795774459839,4.836432456970215,4.824025869369507,4.870567083358765,4.750434398651123,
2024-12-07 19:35:46,friendster,1024,nbr,12000000,0,8.902284860610962,7.891278505325317,8.081048965454102,7.981979608535767,8.110772848129272,
2024-12-07 19:41:59,twitter,8192,nbr,12000000,0,4.490606069564819,3.1809465885162354,3.177860736846924,3.1634349822998047,3.1426095962524414,
2024-12-07 19:43:06,twitter,1024,nbr,12000000,0,8.202708005905151,7.183237314224243,7.109983205795288,7.392568349838257,7.260748624801636,
2024-12-07 19:48:18,ogbn-papers100M,8192,nbr,12000000,0,4.014441013336182,3.118022918701172,3.1105031967163086,3.008951187133789,3.0177927017211914,
2024-12-07 19:49:23,ogbn-papers100M,1024,nbr,12000000,0,7.735666513442993,6.952028751373291,6.762298822402954,6.99744725227356,6.740920066833496,
2024-12-07 22:33:46,igb-large,8192,nbr,80449000,0,51.167375564575195,49.33660411834717,49.64309334754944,49.61676502227783,49.70764994621277,
2024-12-07 22:38:44,igb-large,1024,nbr,80449000,0,226.25936079025269,225.18546533584595,228.70775938034058,227.3608946800232,223.55317044258118,
#cgg sync numbers
2024-12-09 14:05:16,friendster,8192,nbr,12000000,0,7.999005317687988,6.7302210330963135,6.064518690109253,6.7171900272369385,6.609800577163696,
2024-12-09 14:06:48,friendster,1024,nbr,12000000,0,12.041201829910278,11.124866962432861,10.91478705406189,10.964117050170898,10.964810132980347,
2024-12-09 14:13:17,twitter,8192,nbr,12000000,0,5.078296899795532,3.736496925354004,3.742471218109131,3.717557191848755,3.7190182209014893,
2024-12-09 14:14:27,twitter,1024,nbr,12000000,0,9.266356706619263,8.009013652801514,8.065542221069336,8.088073015213013,8.171103715896606,
2024-12-09 14:19:43,ogbn-papers100M,8192,nbr,12000000,0,5.017692804336548,3.8642001152038574,3.912484884262085,3.877885341644287,3.87893009185791,
2024-12-09 14:20:54,ogbn-papers100M,1024,nbr,12000000,0,9.140291690826416,8.155885219573975,8.145890951156616,8.142925262451172,8.151617288589478,
